Title,Description,Link
,,https://www.bbc.co.uk/sounds?src_origin=BBCS_BBC
,,https://www.bbc.com/weather
,,https://www.bbc.com/sport/football/live/cn0rndpvx20t?src_origin=BBCS_BBC
,,https://www.bbc.com/news/live/entertainment-arts-68979346?src_origin=BBCS_BBC
,,https://cloud.email.bbc.com/SignUp10_08?&at_bbc_team=studios&at_medium=display&at_objective=acquisition&at_ptr_type=&at_ptr_name=bbc.comhp&at_format=Module&at_link_origin=homepage&at_campaign=essentiallist&at_campaign_type=owned
,,https://cloud.email.bbc.com/US_Election_Unspun_newsletter_signup?&at_bbc_team=studios&at_medium=display&at_objective=acquisition&at_ptr_type=&at_ptr_name=bbc.comhp&at_format=Module&at_link_origin=homepage&at_campaign=uselectionunspun&at_campaign_type=owned
,,https://cloud.email.bbc.com/InHistory_newsletter_signup?&at_bbc_team=studios&at_medium=display&at_objective=acquisition&at_ptr_type=&at_ptr_name=bbc.comhp&at_format=Module&at_link_origin=homepage&at_campaign=inhistory&at_campaign_type=owned
,,https://www.bbc.com/
,,https://www.bbc.co.uk/sounds?src_origin=BBCS_BBC
,,https://www.bbc.com/weather
,,https://shop.bbc.com/
,,https://www.bbc.co.uk/usingthebbc/terms
,,https://www.bbc.co.uk/aboutthebbc
,,https://www.bbc.com/usingthebbc/privacy/
,,https://www.bbc.com/usingthebbc/cookies/
,,https://www.bbc.co.uk/accessibility/
,,https://www.bbc.co.uk/contact
,,https://www.bbc.com/advertisingcontact
,,https://www.bbc.com/usingthebbc/cookies/how-can-i-change-my-bbc-cookie-settings/
,,https://www.bbc.com/contact-bbc-com-help
,,https://www.bbc.co.uk/editorialguidelines/guidance/feeds-and-links
